region,energy_type,material_sourcing,production_volume,product_type,transport_mode,distance_km,storage_type,shelf_days,carbon_footprint
coastal,renewable,local,4368,non-perishable,air,3895,ambient,81,7.571880000000001
urban,renewable,recycled,1811,non-perishable,road,1510,ambient,54,0.97848
rural,renewable,local,1712,non-perishable,road,1676,refrigerated,11,0.38346880000000005
coastal,renewable,recycled,1297,non-perishable,road,1287,refrigerated,21,0.4216212
urban,non-renewable,local,11271,perishable,air,277,refrigerated,25,0.3240900000000001
rural,renewable,recycled,3310,perishable,sea,2301,refrigerated,15,0.37690379999999996
rural,renewable,recycled,3497,perishable,air,1522,refrigerated,24,0.8547552
coastal,renewable,local,4873,perishable,sea,730,ambient,171,1.3980959999999998
urban,non-renewable,local,6141,perishable,air,1896,refrigerated,20,1.7746560000000007
rural,non-renewable,recycled,14769,perishable,air,1204,refrigerated,15,0.633906
coastal,renewable,imported,1370,non-perishable,road,685,ambient,125,2.055
urban,renewable,imported,2425,perishable,air,1832,refrigerated,24,2.0577024
urban,non-renewable,imported,9011,non-perishable,road,2840,ambient,142,14.518079999999998
rural,non-renewable,local,11529,non-perishable,road,2528,ambient,167,10.132224
coastal,non-renewable,imported,6850,perishable,air,2735,refrigerated,8,1.535976
rural,renewable,local,4959,perishable,air,3620,refrigerated,18,2.032992
coastal,renewable,local,4432,non-perishable,air,4396,ambient,45,4.74768
coastal,renewable,recycled,1733,non-perishable,road,797,ambient,167,1.597188
coastal,renewable,local,2767,perishable,air,3739,refrigerated,12,1.3998816
rural,renewable,imported,1613,non-perishable,road,409,refrigerated,18,0.22969439999999997
rural,renewable,local,1728,non-perishable,road,940,ambient,50,0.752
urban,renewable,imported,3294,perishable,air,1687,refrigerated,15,1.184274
rural,renewable,local,1514,non-perishable,road,2594,ambient,161,6.682144000000001
coastal,renewable,recycled,2317,perishable,air,997,refrigerated,10,0.233298
coastal,renewable,recycled,809,non-perishable,road,586,ambient,45,0.31644
urban,non-renewable,imported,6549,non-perishable,sea,4909,ambient,91,11.257318799999997
urban,renewable,local,2296,perishable,air,791,refrigerated,8,0.19743360000000004
urban,renewable,local,4023,non-perishable,sea,1663,ambient,126,2.3468256
coastal,renewable,local,4239,perishable,air,1956,ambient,53,2.488032
rural,renewable,recycled,2957,perishable,air,4635,refrigerated,27,2.9283930000000002
urban,renewable,local,4800,perishable,air,880,refrigerated,17,0.46675200000000006
rural,non-renewable,recycled,8953,perishable,air,4206,refrigerated,13,1.9191978000000003
coastal,non-renewable,imported,5939,non-perishable,road,1792,refrigerated,16,1.3418496
coastal,renewable,local,570,perishable,air,2792,ambient,106,7.102848000000001
urban,renewable,recycled,1679,perishable,air,3141,refrigerated,22,1.6169867999999998
coastal,renewable,recycled,2924,non-perishable,road,2688,ambient,74,2.386944
coastal,non-renewable,imported,14183,non-perishable,road,425,ambient,61,0.9332999999999999
urban,renewable,recycled,4128,non-perishable,road,484,ambient,160,0.92928
rural,renewable,local,3879,non-perishable,sea,3212,refrigerated,6,0.28060032
coastal,non-renewable,local,12572,perishable,air,3728,ambient,33,4.428864000000002
urban,renewable,recycled,4057,perishable,air,2402,refrigerated,8,0.4496544
urban,renewable,local,765,non-perishable,road,1837,ambient,144,4.232448
rural,renewable,recycled,1775,perishable,sea,201,ambient,77,0.1300068
rural,renewable,local,1608,non-perishable,air,3304,ambient,93,7.374528000000001
coastal,non-renewable,recycled,7287,non-perishable,air,3532,ambient,126,12.015864
urban,renewable,recycled,2454,perishable,air,1412,refrigerated,10,0.33040800000000004
rural,renewable,local,1596,non-perishable,road,2593,refrigerated,18,0.9708192000000001
coastal,renewable,local,3445,perishable,air,690,ambient,98,1.6228799999999997
rural,non-renewable,local,11004,non-perishable,road,1719,refrigerated,18,0.9653904000000001
urban,renewable,recycled,4627,non-perishable,air,4907,refrigerated,14,1.6075332
urban,renewable,local,2612,perishable,air,302,refrigerated,5,0.04711200000000001
coastal,renewable,imported,1920,perishable,air,4449,refrigerated,20,4.164264000000001
coastal,renewable,recycled,968,non-perishable,sea,584,refrigerated,25,0.159432
coastal,renewable,recycled,2533,perishable,air,1272,refrigerated,13,0.3869424
urban,non-renewable,imported,7618,perishable,air,2593,refrigerated,17,3.0944862
coastal,non-renewable,local,7590,perishable,air,864,refrigerated,29,1.1726208000000002
rural,renewable,local,3758,non-perishable,road,1130,ambient,170,3.0735999999999994
rural,renewable,imported,2302,non-perishable,road,1385,refrigerated,22,0.9506640000000001
coastal,renewable,recycled,541,perishable,air,4208,refrigerated,11,1.0831392
coastal,renewable,local,1950,non-perishable,air,3567,refrigerated,22,2.4483888000000005
urban,non-renewable,recycled,6700,non-perishable,road,239,ambient,145,0.6237899999999998
urban,renewable,recycled,867,non-perishable,air,3176,refrigerated,21,1.5606864
urban,non-renewable,recycled,11770,non-perishable,road,27,refrigerated,8,0.0050544
rural,non-renewable,recycled,12633,perishable,air,3025,refrigerated,27,2.8667925
coastal,non-renewable,imported,8498,non-perishable,air,4806,ambient,45,11.678579999999998
urban,renewable,local,2749,perishable,air,3213,refrigerated,28,2.8068768000000004
rural,renewable,recycled,1953,non-perishable,air,4273,ambient,137,10.537218
rural,renewable,local,3345,perishable,air,545,ambient,114,1.4911200000000002
coastal,renewable,recycled,4949,perishable,sea,901,refrigerated,28,0.27548976000000003
coastal,non-renewable,imported,12225,perishable,sea,2099,refrigerated,11,0.7563956399999999
rural,renewable,imported,900,non-perishable,air,3444,ambient,67,8.306928
rural,renewable,local,4502,non-perishable,air,3892,ambient,35,3.2692799999999997
rural,renewable,local,1246,perishable,air,4616,refrigerated,17,2.4483264000000005
urban,non-renewable,imported,10752,non-perishable,road,1896,refrigerated,7,0.6211296000000001
urban,renewable,imported,4448,non-perishable,road,753,refrigerated,23,0.5403528
urban,non-renewable,imported,6535,perishable,air,3239,refrigerated,7,1.5916446000000002
coastal,renewable,local,1856,non-perishable,road,338,ambient,68,0.36774400000000007
urban,renewable,local,2379,perishable,air,2346,refrigerated,5,0.3659760000000001
coastal,renewable,imported,4672,non-perishable,road,2596,ambient,112,6.978048000000001
coastal,renewable,recycled,1871,perishable,sea,1478,refrigerated,6,0.09683855999999998
rural,renewable,local,4106,perishable,sea,4303,refrigerated,5,0.31325840000000005
coastal,renewable,recycled,1250,perishable,air,256,refrigerated,9,0.0539136
coastal,renewable,local,4991,non-perishable,road,1726,ambient,61,1.684576
coastal,renewable,local,922,perishable,air,4539,refrigerated,17,2.4074856
rural,renewable,recycled,582,non-perishable,sea,4202,ambient,110,3.8826479999999997
coastal,non-renewable,imported,13287,perishable,air,2003,ambient,140,15.142679999999999
rural,renewable,local,4123,perishable,air,760,refrigerated,18,0.4268160000000001
coastal,non-renewable,imported,7397,perishable,air,3452,refrigerated,16,3.8772864
coastal,renewable,recycled,1080,perishable,sea,4811,refrigerated,19,0.9981862800000001
coastal,non-renewable,local,5052,perishable,air,4291,refrigerated,15,3.012282000000001
coastal,renewable,recycled,1002,perishable,air,3217,ambient,30,1.7371799999999997
rural,renewable,imported,1632,non-perishable,road,260,ambient,39,0.24336000000000002
urban,renewable,local,4059,perishable,air,2046,refrigerated,15,0.957528
coastal,non-renewable,imported,13062,perishable,air,68,refrigerated,18,0.08592479999999998
coastal,renewable,local,3511,non-perishable,air,4006,refrigerated,9,1.1248848000000002
rural,non-renewable,local,8679,non-perishable,air,3578,refrigerated,11,1.8419544000000003
urban,renewable,recycled,637,perishable,sea,2735,refrigerated,19,0.5674578
coastal,renewable,local,2827,perishable,sea,2272,refrigerated,25,0.827008
coastal,renewable,recycled,4742,non-perishable,road,1417,refrigerated,6,0.13263119999999998
rural,non-renewable,local,8419,perishable,air,978,refrigerated,11,0.5034744
coastal,renewable,local,1688,non-perishable,road,351,ambient,173,0.971568
urban,renewable,local,3354,perishable,air,3473,refrigerated,5,0.541788
urban,non-renewable,local,11777,perishable,air,858,refrigerated,22,0.8833968
coastal,renewable,local,1099,perishable,sea,3069,ambient,92,3.1622976
urban,renewable,imported,2505,non-perishable,road,2693,refrigerated,23,1.9324968000000002
urban,renewable,local,1146,non-perishable,road,1099,ambient,154,2.707936
urban,renewable,local,3287,non-perishable,sea,4662,refrigerated,10,0.6787871999999999
coastal,renewable,recycled,4313,non-perishable,air,3372,ambient,107,6.494472
rural,non-renewable,imported,8708,perishable,air,3635,refrigerated,7,1.786239
coastal,renewable,imported,4028,perishable,air,2580,refrigerated,24,2.897856
rural,renewable,local,933,perishable,air,84,refrigerated,11,0.028828800000000005
urban,non-renewable,recycled,6837,perishable,air,4624,refrigerated,26,4.2198623999999985
rural,renewable,recycled,1282,non-perishable,road,2014,ambient,177,4.277736
urban,renewable,local,3502,perishable,air,924,refrigerated,28,0.8072064000000001
coastal,renewable,recycled,3242,non-perishable,road,545,refrigerated,6,0.051012
coastal,non-renewable,imported,11199,non-perishable,road,1914,refrigerated,28,2.5081056
urban,renewable,recycled,1408,perishable,sea,4785,refrigerated,20,1.045044
urban,non-renewable,recycled,11950,non-perishable,road,1903,ambient,161,5.514894
urban,non-renewable,local,10174,non-perishable,road,839,ambient,101,2.033736
coastal,renewable,recycled,2402,non-perishable,sea,3889,ambient,55,1.7967179999999998
coastal,non-renewable,imported,14788,non-perishable,air,3815,ambient,119,24.515189999999997
coastal,renewable,local,836,perishable,air,148,refrigerated,13,0.06002880000000001
rural,renewable,local,2175,non-perishable,road,137,refrigerated,12,0.0341952
rural,renewable,local,1332,non-perishable,sea,2100,ambient,152,3.57504
rural,renewable,local,3450,non-perishable,road,304,ambient,169,0.822016
coastal,non-renewable,imported,11193,non-perishable,road,1475,ambient,83,4.407299999999999
rural,renewable,local,747,perishable,air,2569,ambient,112,6.905472000000001
urban,renewable,local,2526,perishable,air,710,refrigerated,6,0.13291199999999997
rural,renewable,local,2693,perishable,air,1449,refrigerated,5,0.22604400000000002
urban,renewable,recycled,4062,perishable,sea,3262,refrigerated,26,0.9261470399999998
coastal,renewable,local,4930,non-perishable,air,3900,ambient,108,10.1088
urban,renewable,recycled,2636,perishable,air,4243,refrigerated,13,1.2907206000000004
rural,non-renewable,local,8143,perishable,sea,1748,refrigerated,12,0.45811584
rural,renewable,local,4620,non-perishable,road,659,ambient,150,1.5816
urban,non-renewable,local,9403,non-perishable,road,1629,refrigerated,7,0.35577360000000013
rural,renewable,local,2022,non-perishable,sea,3430,refrigerated,13,0.6492304000000001
coastal,renewable,recycled,3669,perishable,air,3776,refrigerated,13,1.1486592
rural,non-renewable,recycled,11667,perishable,air,3102,refrigerated,8,0.8710416
urban,renewable,imported,1070,perishable,air,291,refrigerated,17,0.23151960000000002
rural,non-renewable,imported,14385,perishable,air,4813,refrigerated,21,7.095324599999999
rural,renewable,recycled,3548,non-perishable,air,3246,refrigerated,10,0.7595640000000001
urban,non-renewable,imported,14768,non-perishable,road,1254,ambient,73,3.2955119999999996
coastal,non-renewable,imported,14627,perishable,sea,1155,refrigerated,13,0.4918914
urban,renewable,local,3429,non-perishable,road,1015,refrigerated,26,0.548912
rural,non-renewable,imported,7130,non-perishable,air,3097,refrigerated,26,5.6526444
coastal,renewable,recycled,4382,non-perishable,air,4377,refrigerated,16,1.6387488
coastal,renewable,imported,2793,non-perishable,road,876,ambient,113,2.3757119999999996
rural,renewable,local,939,perishable,sea,1217,ambient,146,1.9900384
rural,renewable,imported,3378,non-perishable,air,3326,refrigerated,16,2.4905088
urban,renewable,local,3854,non-perishable,air,3165,ambient,87,6.60852
rural,renewable,imported,4822,perishable,air,4244,ambient,107,16.347887999999998
urban,non-renewable,local,11373,non-perishable,air,4975,ambient,30,5.373000000000001
coastal,non-renewable,imported,8159,non-perishable,road,181,ambient,106,0.690696
urban,non-renewable,imported,10031,perishable,air,529,refrigerated,8,0.2970864
coastal,renewable,local,3737,perishable,air,3227,ambient,70,5.421359999999999
urban,non-renewable,local,14956,perishable,air,1282,ambient,31,1.4307120000000002
coastal,non-renewable,recycled,7208,perishable,sea,4022,ambient,35,1.7737019999999997
urban,renewable,imported,4402,perishable,air,2410,refrigerated,17,1.917396
urban,renewable,imported,3175,non-perishable,air,3888,ambient,55,7.69824
rural,renewable,imported,1360,perishable,air,2226,refrigerated,7,0.7292376000000002
coastal,renewable,recycled,2943,perishable,air,1672,ambient,150,4.5144
urban,non-renewable,recycled,12637,perishable,sea,4101,refrigerated,20,1.3434875999999998
rural,renewable,local,2577,perishable,sea,3257,refrigerated,8,0.3793753600000001
coastal,non-renewable,recycled,7264,non-perishable,sea,3790,ambient,39,1.8624059999999998
coastal,renewable,local,2774,non-perishable,road,522,refrigerated,8,0.0868608
coastal,non-renewable,imported,5972,perishable,air,1671,refrigerated,5,0.586521
rural,renewable,recycled,2496,non-perishable,air,4366,ambient,95,7.465859999999998
urban,renewable,recycled,2136,perishable,air,1394,refrigerated,23,0.7502508
urban,non-renewable,recycled,6341,non-perishable,road,850,ambient,124,1.8971999999999998
urban,renewable,local,4266,non-perishable,road,2978,refrigerated,12,0.7433088000000001
rural,renewable,local,708,perishable,sea,2911,refrigerated,5,0.21192080000000002
coastal,renewable,local,3454,perishable,air,3788,refrigerated,19,2.2455264
rural,non-renewable,recycled,11466,non-perishable,sea,999,ambient,43,0.5412581999999999
urban,renewable,local,1996,perishable,air,1771,refrigerated,24,1.3261248
coastal,renewable,local,3761,perishable,air,1579,refrigerated,26,1.2808848000000002
urban,renewable,recycled,3952,non-perishable,sea,1225,ambient,57,0.5865299999999999
coastal,renewable,recycled,3257,perishable,air,3642,refrigerated,10,0.8522280000000001
rural,renewable,recycled,3393,perishable,air,253,ambient,114,0.519156
coastal,non-renewable,imported,5771,perishable,sea,1521,refrigerated,18,0.8969032799999999
rural,non-renewable,recycled,6562,perishable,sea,513,ambient,163,1.0535993999999997
coastal,renewable,recycled,2812,non-perishable,sea,1213,ambient,88,0.8966496
rural,renewable,recycled,4128,perishable,sea,4737,refrigerated,22,1.1380168800000001
urban,renewable,local,4659,non-perishable,sea,4606,refrigerated,19,1.27420384
rural,renewable,recycled,1044,perishable,air,382,ambient,151,1.038276
coastal,renewable,recycled,3650,perishable,air,648,ambient,95,1.1080799999999997
coastal,renewable,local,4258,non-perishable,sea,3910,refrigerated,17,0.9678032000000001
coastal,renewable,local,4436,non-perishable,road,2570,ambient,96,3.94752
urban,renewable,local,3180,perishable,air,2591,refrigerated,16,1.2934272000000002
